./landscapes/ocean/265819544_9a46b0cdee.jpg,joy joy trust anticipation joy surprise trust
./landscapes/ocean/16706967603_af2494f7cf.jpg,anticipation joy surprise joy joy
./landscapes/road/16230689756_db8be55ac9.jpg,sadness fear sadness fear sadness
./landscapes/field/20184415079_f7eeffcdc1.jpg,joy trust joy trust joy trust
./landscapes/field/4325566415_1dd4676fef.jpg,anticipation joy surprise disgust disgust
./landscapes/forest/21271639625_467451f104.jpg,anticipation fear sadness surprise joy trust anticipation fear sadness
./landscapes/ocean/55411974_23ba4ab440.jpg,anger disgust fear surprise anticipation fear sadness anticipation fear sadness
./landscapes/forest/7327285628_b7891ddfc1.jpg,joy joy joy
./landscapes/forest/16288271458_7fdbe499d2.jpg,joy joy surprise trust anger joy surprise
./landscapes/mountain/14648398047_572012f14c.jpg,fear sadness anticipation disgust joy
./landscapes/field/5521252275_4ac113b397.jpg,joy trust anticipation joy surprise trust joy trust
./landscapes/forest/26374714854_e7e90248f0.jpg,fear sadness surprise joy joy
./landscapes/forest/5583955209_8b9ca2d482.jpg,anticipation fear joy anger fear sadness surprise
./landscapes/field/6045033001_7870b5d084.jpg,joy surprise trust trust joy trust
./landscapes/mountain/4803377894_ab31dbf3ca.jpg,joy fear sadness anticipation fear sadness
./landscapes/city/12771071373_ab18b35114.jpg,anticipation fear surprise anticipation fear surprise joy
./landscapes/city/30084705221_6001bbf1ba.jpg,joy trust joy joy
./landscapes/mountain/13959764555_a1648ba94a.jpg,anger anticipation fear sadness anticipation fear disgust surprise
./landscapes/road/32569437701_b5ddebe586.jpg,fear sadness trust anger anticipation fear joy joy
./landscapes/field/2040371802_a245c760aa.jpg,joy trust joy trust joy trust
./landscapes/forest/35801582634_8e2171e153.jpg,none anger anticipation disgust sadness anger anticipation fear sadness
./landscapes/ocean/8287988009_92fb9e20fc.jpg,fear sadness trust anticipation joy anticipation surprise
./landscapes/city/23315580174_4fb3fcbaf3.jpg,joy surprise trust anger disgust sadness anticipation joy sadness
./landscapes/field/7325525896_5b5919e6b1.jpg,joy trust anticipation joy surprise trust fear surprise
./landscapes/road/698714521_1e046d4eae.jpg,none joy anticipation fear sadness surprise
./landscapes/road/7032938913_109fed5473.jpg,joy sadness anger disgust sadness trust joy
./landscapes/mountain/30288680862_5c9e8248f4.jpg,disgust sadness anticipation joy joy
./landscapes/ocean/7945489418_2d113cf776.jpg,fear disgust fear anger disgust fear
./landscapes/mountain/10606593984_5a1b74b231.jpg,joy trust anticipation fear joy trust
./landscapes/forest/28142412095_dc60aa535e.jpg,fear disgust joy disgust joy sadness
./landscapes/lake/2414790632_ab28cc396f.jpg,sadness fear sadness anger fear joy sadness surprise trust
./landscapes/forest/14631070752_a701682475.jpg,disgust joy joy
./landscapes/road/16627909433_d4f362e90e.jpg,joy surprise joy trust joy trust
./landscapes/field/455048786_ce252c0eff.jpg,anticipation fear anger fear sadness disgust fear sadness
./landscapes/lake/9201095500_6ccc5e96af.jpg,joy trust anticipation trust anticipation joy surprise anticipation joy
./landscapes/field/4893923227_195b9d1d43.jpg,joy trust none none
./landscapes/lake/14423066604_a4764cc8da.jpg,joy joy anger anticipation sadness
./landscapes/ocean/36849777625_6770e1d826.jpg,anticipation fear joy disgust sadness
./landscapes/field/13986788753_f64c4c2857.jpg,sadness trust anticipation joy surprise trust anticipation joy surprise trust
./landscapes/forest/32223252053_f548080571.jpg,anticipation trust fear disgust
./landscapes/field/15494719097_af12dc79ee.jpg,trust joy anticipation joy surprise
./landscapes/forest/14024688764_3257797e12.jpg,anticipation joy surprise anticipation fear anticipation fear
./landscapes/mountain/2951457595_dbddd5b67e.jpg,anticipation fear sadness trust joy joy surprise
./landscapes/lake/3978234294_35c56677b8.jpg,disgust fear sadness anticipation surprise joy trust
./landscapes/lake/39390971781_93b5e07775.jpg,anticipation fear surprise trust disgust fear anticipation joy surprise trust
./landscapes/city/5235785619_9853338d23.jpg,anticipation joy sadness surprise anticipation fear surprise anticipation fear surprise
./landscapes/lake/6514192377_0528f133d5.jpg,joy joy joy
./landscapes/mountain/4264335641_01ec05bfb0.jpg,disgust joy joy joy
./landscapes/ocean/4588651127_bac336e821.jpg,joy joy trust none
./landscapes/forest/9312606115_62e6117c3e.jpg,joy disgust fear sadness joy
./landscapes/road/1215644931_b61583a9d2.jpg,joy fear joy anticipation fear sadness
./landscapes/city/4721015942_e8711135f1.jpg,anticipation anticipation joy surprise trust anticipation joy surprise
./landscapes/city/11245271645_be148183cc.jpg,anger fear sadness surprise trust anticipation fear joy sadness surprise anticipation fear joy surprise trust
./landscapes/mountain/170903424_2c9eb32bfc.jpg,joy joy joy
./landscapes/field/2667839432_e8a9704d0e.jpg,anticipation surprise trust joy anticipation fear
./landscapes/lake/7308984110_a6962dfd6a.jpg,fear sadness anticipation joy
./landscapes/field/197964899_295ae2dad5.jpg,surprise disgust sadness fear sadness
./landscapes/lake/3694770770_2f5db69cfa.jpg,sadness fear sadness anticipation fear sadness
./landscapes/field/2668853389_efe973d3a3.jpg,disgust sadness anticipation fear surprise joy
./landscapes/forest/33427313552_bce62ef497.jpg,anticipation disgust joy surprise disgust sadness anticipation fear sadness
./landscapes/road/5193221092_18cb0e2857.jpg,joy trust anticipation joy trust anticipation fear sadness
./landscapes/lake/18443014224_465e90eddc.jpg,disgust sadness anger disgust joy trust
./landscapes/field/5907040865_5eb1e268d2.jpg,anticipation sadness disgust fear joy trust
./landscapes/field/35125314424_82a8ceee7e.jpg,anger fear sadness joy trust joy trust
./landscapes/lake/28241501536_016ff84b48.jpg,joy anticipation sadness joy
./landscapes/forest/28038144492_2ea9b764d2.jpg,anticipation fear sadness joy joy
./landscapes/field/8112621482_f645862e1b.jpg,anticipation trust anticipation disgust surprise surprise
./landscapes/road/8546116008_09452f0ab7.jpg,anticipation fear surprise sadness sadness
./landscapes/mountain/5720030626_21ef7b0253.jpg,joy disgust fear fear sadness
./landscapes/forest/5879128166_8a02bff5ab.jpg,joy anticipation surprise anticipation surprise
./landscapes/road/4337977311_21d25be467.jpg,joy trust anger fear
./landscapes/mountain/5654137438_75a412958b.jpg,joy anticipation fear disgust fear sadness
./landscapes/road/8727197497_686dbfdf99.jpg,joy joy disgust fear
./landscapes/lake/2217173388_1d7af32c4b.jpg,joy surprise joy
./landscapes/lake/15160729154_3ec504d8b0.jpg,anticipation joy trust fear joy trust
./landscapes/mountain/14705508849_8ac695a24f.jpg,fear joy surprise trust fear trust
./landscapes/mountain/6089771325_79c63562cc.jpg,joy trust joy joy trust
./landscapes/forest/388406485_df67378c31.jpg,anticipation fear fear sadness fear surprise
./landscapes/road/9647518200_3ce796572f.jpg,sadness anger anticipation sadness surprise sadness
./landscapes/lake/5028172754_189e2c20c7.jpg,surprise joy trust disgust joy surprise
./landscapes/mountain/4634810668_c9234d65c7.jpg,joy fear surprise fear joy
./landscapes/lake/4939882355_af9f57aace.jpg,anger fear joy anticipation fear
./landscapes/forest/27296085673_db175d281d.jpg,joy surprise trust joy joy trust
./landscapes/field/7282951736_0e23f97885.jpg,joy trust none anticipation joy surprise trust
./landscapes/forest/8353733715_b9631b8fef.jpg,joy anticipation fear anticipation fear surprise
./landscapes/mountain/2250610784_6aba2b3d22.jpg,joy joy sadness
./landscapes/ocean/9405126932_94eee6d42d.jpg,anticipation fear surprise fear fear
./landscapes/mountain/8583079197_762dbdb4b2.jpg,fear trust anger fear sadness
./landscapes/lake/14451841627_1ac8194e8e.jpg,anticipation joy surprise trust anticipation joy surprise trust anticipation joy surprise trust
./landscapes/forest/28230880475_bf43930d08.jpg,joy joy trust joy
./landscapes/mountain/2072418434_464e8ed18b.jpg,anticipation fear fear joy joy trust
./landscapes/forest/37161721714_df6d0aa39b.jpg,joy anticipation joy surprise joy
./landscapes/forest/5744011686_e15b18bcf7.jpg,surprise trust anticipation joy surprise trust joy trust
./landscapes/lake/4803051999_07eabc54b3.jpg,anticipation joy joy anticipation joy surprise
./landscapes/road/1397776179_65008192cf.jpg,joy trust anticipation disgust anticipation fear sadness
./landscapes/forest/23688216849_7162af6fbf.jpg,joy trust fear sadness none
./landscapes/ocean/15197098856_19a53fa09e.jpg,disgust anticipation fear sadness anger disgust
./landscapes/forest/34619197802_ce521487a9.jpg,anticipation fear fear sadness disgust surprise
./landscapes/lake/2771000524_174fe7cd96.jpg,sadness anger fear sadness sadness
./landscapes/mountain/119352997_3ed5bf0f62.jpg,anticipation anticipation joy surprise trust anticipation trust
./landscapes/field/144297727_437da89e7a.jpg,joy trust joy surprise anticipation joy trust
./landscapes/ocean/34486098186_51e45d5778.jpg,joy surprise joy fear
./landscapes/ocean/6656265077_325d53ca86.jpg,anticipation fear sadness anticipation fear sadness
./landscapes/lake/10623584156_ddaaa616b0.jpg,joy trust anticipation joy anticipation joy surprise trust
./landscapes/forest/27927622835_32b1427ea7.jpg,joy disgust joy joy
./landscapes/road/17004564939_55ca1dab10.jpg,anger anticipation disgust sadness fear sadness fear
./landscapes/mountain/30973260633_44640a9dcc.jpg,joy disgust joy sadness surprise joy
./landscapes/ocean/29204521_6bcb3e0d11.jpg,anticipation disgust joy disgust fear joy surprise joy
./landscapes/lake/38550599304_804fb78b10.jpg,joy trust fear sadness joy
./landscapes/field/5970027884_2c268fcd46.jpg,none joy surprise trust disgust
./landscapes/road/1452044579_2d00004a4d.jpg,joy joy anticipation fear sadness
./landscapes/forest/27615193664_39208817f8.jpg,disgust joy disgust fear sadness joy
./landscapes/forest/5878571189_7db624244e.jpg,joy anticipation joy anticipation fear
./landscapes/field/18651824943_f90abfc233.jpg,surprise disgust fear trust
./landscapes/road/3953799778_28af6796bc.jpg,anticipation fear anticipation fear joy joy
./landscapes/ocean/13943179751_747d19d1c0.jpg,disgust fear sadness anticipation fear sadness anticipation fear
./landscapes/lake/16253105302_8312794ef5.jpg,disgust fear anticipation joy sadness fear joy surprise
./landscapes/mountain/6833222541_a99c248095.jpg,anticipation surprise joy surprise trust trust
./landscapes/road/10662521484_26bff3fa2f.jpg,anticipation fear anticipation surprise joy surprise
./landscapes/field/2079087567_64e80753c8.jpg,anticipation disgust fear joy trust surprise trust
./landscapes/field/10630930246_6dd576f0d8.jpg,anger anticipation fear surprise anger anticipation fear sadness fear
./landscapes/road/4322627270_8bf52f11be.jpg,joy joy joy trust
./landscapes/city/14188039276_b19c60fc10.jpg,anticipation joy surprise surprise trust fear joy
./landscapes/field/5854160667_cd71110962.jpg,joy surprise trust joy trust joy surprise trust
./landscapes/city/10146018305_aca5dac226.jpg,none none joy trust
./landscapes/city/16232886319_a30d876644.jpg,anticipation fear surprise joy surprise joy
./landscapes/ocean/6713200005_abb824779d.jpg,anticipation fear sadness joy joy
./landscapes/forest/15853284384_23aaf39a5d.jpg,joy joy joy trust
./landscapes/forest/27826414382_701bee6b0d.jpg,joy disgust fear joy
./landscapes/road/13899061864_e78112bf4c.jpg,fear disgust joy trust
./landscapes/field/7546594458_f37004ecbc.jpg,anticipation sadness joy trust anticipation fear sadness
./landscapes/ocean/8793029012_0e780eb987.jpg,anticipation fear joy surprise anticipation joy sadness joy trust
./landscapes/forest/1035978583_fde8eef9bc.jpg,anticipation disgust joy trust joy surprise trust joy
./landscapes/field/9721656297_03f8a177d5.jpg,trust anticipation joy surprise trust joy
./landscapes/lake/37226047292_e7109c2d77.jpg,anticipation fear joy anticipation surprise anticipation disgust fear
./landscapes/road/5608736811_60b3a47d69.jpg,joy trust joy anticipation fear sadness
./landscapes/mountain/6698072017_89b33ebc88.jpg,anticipation disgust anger fear sadness anticipation disgust trust
./landscapes/road/3590081856_af02bc4573.jpg,fear sadness anticipation joy none
./landscapes/ocean/2907600581_f75544d7a1.jpg,joy joy joy
./landscapes/lake/35073241124_6d0bbd3501.jpg,joy trust joy trust joy trust
./landscapes/field/5575136104_305e929810.jpg,anticipation fear sadness disgust
./landscapes/ocean/2942886881_9e35f7e067.jpg,joy fear joy joy surprise trust
./landscapes/city/8509226475_1d7ac69ce5.jpg,fear joy trust joy trust
./landscapes/lake/68016558_2c0fe980dd.jpg,anticipation joy surprise joy trust joy surprise trust
./landscapes/ocean/7504630458_9363beed06.jpg,sadness anticipation fear joy trust joy
./landscapes/mountain/5235463933_5d790deb4e.jpg,joy joy trust joy
./landscapes/lake/480331_f3404e6e52.jpg,joy surprise trust anticipation joy anticipation joy surprise
./landscapes/city/2663169607_9d756bdd7f.jpg,disgust sadness surprise anticipation fear sadness surprise joy trust
./landscapes/field/9167191364_f3871b2ba6.jpg,joy surprise anticipation surprise anticipation surprise
./landscapes/mountain/6853143883_cf7cc3a3c8.jpg,fear sadness anticipation fear joy
./landscapes/city/12611287235_dd2d0a403e.jpg,none anger anticipation anger disgust fear sadness
./landscapes/ocean/22127449148_c9c4fb34dd.jpg,fear sadness anger anticipation fear trust
./landscapes/mountain/6558731117_f6fcb8b0f3.jpg,anger anticipation disgust fear joy surprise joy surprise
./landscapes/city/16026717185_5563e099b1.jpg,trust trust trust
./landscapes/field/3677852626_067d41a582.jpg,fear joy surprise joy
./landscapes/ocean/34245450820_db97530f33.jpg,joy fear anticipation fear
./landscapes/mountain/7670631274_1d0551fe25.jpg,joy anticipation joy anticipation joy trust
./landscapes/field/5941035804_94a7a3eb5a.jpg,surprise trust fear sadness surprise joy trust
./landscapes/lake/14294056450_720f960801.jpg,anticipation joy anticipation sadness anticipation fear
./landscapes/lake/35140298556_d423884ed2.jpg,joy anticipation joy disgust joy surprise
